一	〔一一｜yiaa〕
谐	〔讠白｜xpyb〕
谑	〔讠一｜xtya〕
裆	〔衤彐｜dhpe〕
袱	〔衤犬｜fupq〕
袼	〔衤口｜gepk〕
裈	〔衤车｜kypi〕
裉	〔衤艮｜kfpg〕
祷	〔礻寸｜dcpc〕
祸	〔礻内｜hopn〕
祲	〔礻又｜jbpy〕
谒	〔讠フ｜yeyv〕
谓	〔讠月｜wwyo〕
谔	〔讠亏｜eeyk〕
谕	〔讠刂｜yuyd〕
谖	〔讠又｜xryy〕
谗	〔讠丶｜ijyd〕
谙	〔讠日｜anyo〕
谚	〔讠ノ｜yjyp〕
谛	〔讠巾｜diyj〕
谜	〔讠辶｜miyz〕
谝	〔讠艹｜pmyc〕
逮	〔辶ㄟ｜ddzn〕
逯	〔辶氺｜luzu〕
敢	〔フ攵｜gjvw〕
尉	〔尸寸｜wwuc・yuuc〕
屠	〔尸日｜tuuo〕
艴	〔弗巴｜fufb〕
弹	〔弓丨｜tjgl・djgl〕
隋	〔阝月｜doeo・sveo〕
堕	〔阝土｜doet・hvet〕
郿	〔フ阝｜mwve〕
随	〔阝辶｜svez〕
蛋	〔フ虫｜djvi〕
隅	〔阝禺yú｜yuey〕
隈	〔阝ㄟ｜wwen〕
粜	〔出米｜tnim〕
隍	〔阝王｜hlew〕
隗	〔阝鬼｜kveg・wweg〕
隆	〔阝生｜lseu〕
隐	〔阝心｜ybex〕
婧	〔女月｜jkno〕
婊	〔女𧘇｜bnny〕
婞	〔女干｜xkng〕
婳	〔女凵｜hxnk〕
婕	〔女人｜jpnr〕
娼	〔女日｜ihno〕
婢	〔女十｜binu〕
婚	〔女日｜hyno〕
婵	〔女丨｜ijnl〕
婶	〔女申｜ufnu〕
婉	〔女フ｜wjnv〕
胬	〔女人｜nunr〕
袈	〔力𧘇｜jxly〕
颇	〔フ人｜povr〕
颈	〔フ人｜ggvr・jkvr〕
翌	〔习立｜yixl〕
恿	〔心｜yssx〕
欸	〔厶人｜aisr・eisr〕
绩	〔纟人｜jisr〕
绪	〔纟日｜xuso〕
绫	〔纟夂｜lksw〕
骐	〔马八｜qimb〕
续	〔纟大｜xusd〕
骑	〔马口｜qimk〕
绮	〔纟口｜qisk〕
绯	〔纟非｜fwsf〕
绰	〔纟十｜iosu・icsu〕
骒	〔马果｜kemg〕
绲	〔纟匕｜gysb〕
绳	〔纟电｜ugsd〕
骓	〔马｜vvmf〕
维	〔纟｜wwsf〕
绵	〔纟巾｜mmsj〕
绶	〔纟又｜uzsy〕
绷	〔纟月｜bgso〕
绸	〔纟口｜izsk〕
绹	〔纟缶fǒu｜tcsf〕
绺	〔纟口｜lqsk〕
绻	〔纟フ｜qrsv〕
综	〔纟小｜zgsx・zssx〕
绽	〔纟人｜vjsr〕
绾	〔纟㠯｜wjsk〕
绿	〔纟氺｜lvsu・lusu〕
骖	〔马ノ｜cjmp〕
缀	〔纟又｜vvsy〕
缁	〔纟田｜zist〕
巢	〔フ果｜icvg〕
耠	〔耒lěi口｜holk〕
琫	〔王丨｜bgwl〕
琵	〔王匕｜piwb〕
琴	〔王フ｜qbwv〕
琶	〔王巴｜pawb〕
琪	〔王八｜qiwb〕
瑛	〔王央｜ykwy〕
琳	〔王木｜lbwm〕
琦	〔王口｜qiwk〕
琢	〔王ㄟ｜vown・zown〕
琥	〔王几｜huwj〕
琨	〔王匕｜kywb〕
靓	〔见下｜jkfe・llfe〕
琼	〔王小｜qswx〕
斑	〔王王｜bjww〕
琰	〔王火｜yjwh〕
琮	〔王小｜cswx〕
琯	〔王㠯｜grwk〕
琬	〔王フ｜wjwv〕
琛	〔王木｜ifwm〕
琚	〔王口｜juwk〕
辇	〔夫车｜nmfi〕
替	〔夫日｜tifo〕
鼋	〔二电｜yred〕
揳	〔扌大｜xpfd〕
揍	〔扌天｜zzft〕
款	〔士人｜krur〕
堪	〔土フ｜kjtv〕
堞	〔土木｜dptm〕
搽	〔扌朩｜iafm〕
塔	〔土口｜tatk〕
搭	〔扌口｜dafk〕
揸	〔扌一｜vafa〕
堰	〔土女｜yjtn〕
揠	〔扌女｜yafn〕
堙	〔土土｜ybtt〕
揩	〔扌白｜kdfb〕
越	〔土フ｜yttv〕
趄	〔土且｜qptq・jutq〕
趁	〔土ノ｜iftp〕
趋	〔土彐｜qute〕
超	〔土口｜ictk〕
揽	〔扌见下｜ljfe〕
提	〔扌人｜difr・tifr〕
堤	〔土人｜ditr〕
揖	〔扌耳｜yife〕
博	〔十寸｜bouc〕
揾	〔扌皿｜wffm〕
颉	〔士人｜jpur・jxur・xpur〕
揭	〔扌フ｜jpfv・qifv〕
喜	〔士口｜xiuk〕
彭	〔士ノ｜bhup・pgup〕
揣	〔扌而｜ikfe・trfe・vvfe〕
塄	〔土方｜lgtf〕
揿	〔扌人｜qbfr〕
插	〔扌臼｜iafj〕
揪	〔扌火｜jqfh〕
搜	〔扌又｜szfy〕
煮	〔耂灬｜vulh〕
堠	〔土矢｜hztu〕
耋	〔耂土｜dplt〕
揄	〔扌刂｜yufd〕
援	〔扌又｜yrfy〕
搀	〔扌丶｜ijfd〕
蛰	〔扌虫｜vefi〕
蛩	〔工虫｜qsgi〕
絷	〔扌小｜vifx〕
塆	〔土弓｜wjtg〕
裁	〔十𧘇｜cduy〕
搁	〔扌口｜gefk〕
搓	〔扌工｜cofg〕
搂	〔扌女｜lzfn〕
搅	〔扌见下｜jnfe〕
壹	〔士一｜yiua〕
握	〔扌土｜woft〕
摒	〔扌开｜bkfk〕
揆	〔扌天｜kvft〕
搔	〔扌虫｜scfi〕
揉	〔扌木｜rzfm〕
掾	〔扌豕shǐ｜yrfu〕
葜	〔艹大｜qxcd〕
聒	〔耳口｜goek〕
斯	〔其上斤｜siqj〕
期	〔其上月｜jiqo・qiqo〕
欺	〔其上人｜qiqr〕
联	〔耳天｜lmet〕
葑	〔艹寸｜fgcc〕
葚	〔艹フ｜ufcv〕
葫	〔艹月｜huco〕
靰	〔革兀｜wugw〕
靸	〔革及｜sagj〕
散	〔艹攵｜sjcw〕
葳	〔艹女｜wwcn〕
惹	〔艹心｜recx〕
蒇	〔艹人｜ijcr〕
葬	〔艹廾｜zhcc〕
蒈	〔艹白｜kdcb〕
募	〔艹力｜mucl〕
葺	〔艹耳｜qice〕
葛	〔艹フ｜gecv〕
蒉	〔艹人｜kkcr・kvcr〕
葸	〔艹心｜xicx〕
萼	〔艹亏｜eeck〕
蓇	〔艹骨｜gucg〕
萩	〔艹火｜qqch〕
董	〔艹重｜dscv〕
葆	〔艹木｜bccm〕
葩	〔艹巴｜pacb〕
敬	〔艹攵｜jkcw〕
葱	〔艹心｜cscx〕
蒋	〔艹寸｜jlcc〕
葶	〔艹丁｜tkcd〕
蒂	〔艹巾｜dicj〕
蒌	〔艹女｜lzcn〕
蒎	〔艹ㄟ｜pdcn〕
落	〔艹口｜lack・lcck・lock〕
萱	〔艹一｜xrca〕
葖	〔艹犬｜tucq〕
韩	〔十韦｜hjuw〕
戟	〔十戈｜jiug〕
朝	〔十月｜icuo・vcuo〕
葭	〔艹又｜jxcy〕
辜	〔十十｜guuu〕
葵	〔艹天｜kvct〕
棒	〔木丨｜bhml〕
楮	〔木日｜iumo〕
棱	〔木夂｜lgmw・lkmw〕
棋	〔木八｜qimb〕
椰	〔木阝｜yeme〕
植	〔木具上｜vimq〕
森	〔木木｜sfmm〕
棼	〔木刀｜ffmd〕
焚	〔木火｜ffmh〕
椟	〔木大｜dumd〕
椅	〔木口｜yimk〕
椒	〔木又｜jnmy〕
棹	〔木十｜vomu・vcmu〕
棵	〔木果｜kemg〕
棍	〔木匕｜gymb〕
椤	〔木夕｜lomx〕
棰	〔木垂｜ivmi〕
椎	〔木｜ivmf・vvmf〕
棉	〔木巾｜mmmj〕
椑	〔木十｜bwmu〕
鹀	〔工鸟｜wugn〕
赍	〔十人｜jiur〕
棚	〔木月｜pgmo〕
椋	〔木小｜llmx〕
椁	〔木子｜gomz〕
棬	〔木フ｜qrmv・jrmv〕
棕	〔木小｜zsmx〕
棺	〔木㠯｜grmk〕
榔	〔木阝｜lhme〕
楗	〔木廴｜jmmz〕
棣	〔木ㄟ｜ddmn・dimn・timn〕
椐	〔木口｜jumk〕
椭	〔木月｜tomo〕
鹁	〔十鸟｜boun〕
惠	〔一心｜hvax〕
惑	〔戈心｜hogx〕
逼	〔辶田｜bizt〕
覃	〔西十｜qbxu・tjxu〕
粟	〔西米｜suxm〕
棘	〔一ㄟ｜jian〕
酣	〔酉yǒu甘｜hjyg〕
酤	〔酉yǒu口｜guyk〕
酢	〔酉yǒu乍｜cuyv・zoyv〕
酥	〔酉yǒu禾｜suyh〕
酡	〔酉yǒu匕｜toyb〕
酦	〔酉yǒu丶｜poyd〕
鹂	〔丽鸟｜liln〕
觌	〔十见下｜diue〕
厨	〔厂寸｜iuic〕
厦	〔厂夂｜uaiw・xxiw〕
硬	〔石更｜ykug〕
硝	〔石月｜xnuo〕
硪	〔石我｜wouw〕
确	〔石用｜qtuy〕
硫	〔石フ｜lquv〕
雁	〔厂｜yjif〕
厥	〔厂人｜jtir〕
殖	〔歹具上｜uidq・vidq〕
裂	〔歹𧘇｜lpdy〕
雄	〔｜xsuf〕
殚	〔歹丨｜djdl〕
殛	〔歹一｜jida〕
颊	〔夹人｜jxjr〕
雳	〔雨力｜liyl〕
雯	〔雨文｜wfyw〕
辊	〔车匕｜gyib〕
辋	〔车亡｜whiw〕
椠	〔车木｜qmim〕
暂	〔车日｜zjio〕
辌	〔车小｜llix〕
辍	〔车又｜ioiy〕
辎	〔车田｜ziit〕
雅	〔牙｜yayf〕
翘	〔一习｜qnax〕
辈	〔非车｜bwfi〕
斐	〔非文｜fwfw〕
悲	〔非心｜bwfx〕
紫	〔止小｜zivx〕
凿	〔业凵｜zcyk〕
黹	〔业丶｜viyd〕
辉	〔车｜hvxi〕
敞	〔攵｜ihxw〕
棠	〔木｜thxm〕
牚	〔牙｜igxy〕
赏	〔人｜uhxr〕
掌	〔手｜vhxu〕
晴	〔日月｜qkoo〕
睐	〔目来｜ldol〕
暑	〔日日｜uuoo〕
最	〔日又｜zvoy〕
晰	〔日斤｜xioj〕
量	〔日里｜llol〕
睑	〔目一｜jmoa〕
睇	〔目ノ｜diop〕
鼎	〔目フ｜dkov〕
睃	〔目夂｜soow〕
喷	〔口人｜pfkr〕
戢	〔口一｜jika・jikd〕
喋	〔口木｜dpkm・vakm〕
嗒	〔口口｜dakk・takk〕
喃	〔口干｜njkg〕
喳	〔口一｜iaka・vaka〕
晶	〔日日｜jkoo〕
喇	〔口刂｜lakd〕
遇	〔辶禺yú｜yuzy〕
喊	〔口口｜hjkk〕
喱	〔口里｜likl〕
喹	〔口土｜kvkt〕
遏	〔辶フ｜eezv〕
晷	〔日口｜gvok〕
晾	〔日小｜llox〕
景	〔日小｜jkox〕
喈	〔口白｜jpkb〕
畴	〔田寸｜iztc〕
践	〔戋jiān｜jmzj〕
跖	〔石｜vizu〕
跋	〔丶｜bazd〕
跌	〔失｜dpzu〕
跗	〔寸｜fuzc〕
跞	〔乐｜lizl・lozl〕
跚	〔册｜ujzc〕
跑	〔巳sì｜pczs〕
跎	〔匕｜tozb〕
跏	〔口｜jxzk〕
跛	〔又｜bozy〕
跆	〔口｜tdzk〕
遗	〔辶人｜wwzr・yizr〕
蛙	〔虫土｜wait〕
蛱	〔虫夹｜jxij〕
蛲	〔虫兀｜nciw〕
蛭	〔虫土｜viit〕
蛳	〔虫巾｜siij〕
蛐	〔虫曲｜quiq〕
蛔	〔虫口｜hvik〕
蛛	〔虫朱｜vuiv〕
蜓	〔虫廴｜tkiz〕
蛞	〔虫口｜koik〕
蜒	〔虫廴｜yjiz〕
蛤	〔虫口｜geik・haik〕
蛴	〔虫丨｜qiil〕
蛟	〔虫乂｜jnix〕
蛘	〔虫羊｜yhiy〕
蛑	〔虫牛｜mzin〕
畯	〔田夂｜jytw〕
喁	〔口禺yú｜ysky〕
喝	〔口フ｜hekv・yekv〕
鹃	〔口鸟｜jrkn〕
喂	〔口ㄟ｜wwkn〕
喟	〔口月｜kvko〕
斝	〔口十｜jxku〕
喘	〔口而｜irke〕
啾	〔口火｜jqkh〕
嗖	〔口又｜szky〕
喤	〔口王｜hlkw〕
喉	〔口矢｜hzku〕
喻	〔口刂｜yukd〕
喑	〔口日｜ybko〕
啼	〔口巾｜tikj〕
嗟	〔口工｜jpkg〕
喽	〔口女｜lzkn〕
嗞	〔口幺｜ziky〕
喧	〔口一｜xrka〕
喀	〔口口｜kakk〕
喔	〔口土｜ookt・wokt〕
喙	〔口豕shǐ｜hvku〕
嵌	〔山人｜qmer〕
嵘	〔山木｜rsem〕
嵖	〔山一｜iaea〕
幅	〔巾田｜fujt〕
崴	〔山女｜wden・wwen〕
遄	〔辶而｜irze〕
詈	〔罒口｜lisk〕
帽	〔巾目｜mcjo〕
嵎	〔山禺yú｜yuey〕
崽	〔山心｜zdex〕
嵚	〔山人｜qber〕
嵬	〔山鬼｜wweg〕
嵛	〔山刂｜yued〕
翙	〔山习｜hvex〕
嵯	〔山工｜coeg〕
嵝	〔山女｜lzen〕
嵫	〔山幺｜ziey〕
幄	〔巾土｜wojt〕
嵋	〔山目｜mweo〕
赋	〔冂止｜fukv〕
赌	〔冂日｜duko〕
赎	〔冂大｜uukd〕
赐	〔冂勿｜cikw〕
赑	〔冂人｜bikr〕
赔	〔冂口｜pwkk〕
黑	〔丨灬｜hwlh〕
铸	〔钅寸｜vujc〕
铹	〔钅力｜lcjl〕
铺	〔钅甫｜pujf〕
铻	〔钅口｜wujk〕
铼	〔钅来｜ldjl〕
铽	〔钅心｜tejx〕
链	〔钅辶｜lmjz〕
铿	〔钅土｜kgjt〕
销	〔钅月｜xnjo〕
锁	〔钅人｜sojr〕
锃	〔钅王｜zgjw〕
锄	〔钅力｜iujl〕
锂	〔钅里｜lijl〕
锅	〔钅内｜gojn〕
锆	〔钅口｜gcjk〕
锇	〔钅我｜eejw〕
锈	〔钅乃｜xqjn〕
锉	〔钅土｜cojt〕
锊	〔钅寸｜ltjc〕
锋	〔钅丰｜fgjf〕
锌	〔钅十｜xbju〕
锎	〔钅开｜kdjk〕
锏	〔钅日｜jmjo〕
锐	〔钅儿｜rvje〕
锑	〔钅ノ｜tijp〕
锒	〔钅良｜lhjl〕
锓	〔钅又｜qbjy〕
锔	〔钅口｜jujk〕
锕	〔钅口｜aajk〕
甥	〔生力｜ugul〕
掣	〔ノ手｜iepu〕
掰	〔手｜bduu〕
短	〔矢一｜drua〕
智	〔矢日｜viuo〕
矬	〔矢土｜cout〕
氰	〔气月｜qkqo〕
毳	〔毛毛｜cvmm〕
毯	〔毛火｜tjmh〕
氮	〔气火｜djqh〕
毽	〔毛廴｜jmmz〕
氯	〔气氺｜lvqu〕
犊	〔牛大｜dund〕
犄	〔牛口｜jink〕
犋	〔牛八｜junb〕
鹄	〔鸟｜hunn〕
犍	〔牛廴｜jmnz・qmnz〕
鹅	〔我鸟｜eewn〕
颋	〔壬人｜tkrr〕
剩	〔千刂｜ugqd〕
嵇	〔禾山｜jihe〕
稍	〔禾月｜ucho〕
程	〔禾王｜ighw〕
稀	〔禾巾｜xihj〕
黍	〔禾氺｜uuhu〕
税	〔禾儿｜uvhe〕
稂	〔禾良｜lhhl〕
筐	〔王｜klvw〕
等	〔寸｜dgvc〕
筘	〔口｜kzvk〕
筑	〔凡｜vuvf〕
策	〔ㄟ｜cevn〕
筚	〔十｜bivu〕
筛	〔巾｜udvj〕
筜	〔彐｜dhve〕
筒	〔口｜tsvk〕
筅	〔儿｜xmve〕
筏	〔戈｜favg〕
筵	〔廴｜yjvz〕
筌	〔王｜qrvw〕
答	〔口｜davk〕
筋	〔力｜jbvl〕
筝	〔丨｜vgvl〕
傣	〔亻氺｜ddru〕
傲	〔亻攵｜aorw〕
傅	〔亻寸｜furc〕
傈	〔亻木｜lirm〕
舄	〔臼灬｜xijh〕
牍	〔片大｜dupd〕
牌	〔片十｜pdpu〕
傥	〔亻儿｜thre〕
堡	〔亻土｜bcrt・burt・purt〕
集	〔亻木｜jirm〕
焦	〔亻灬｜jnrh〕
傍	〔亻方｜bhrf〕
傧	〔亻八｜bbrb〕
储	〔亻日｜iuro〕
遑	〔辶王｜hlzw〕
皓	〔白口｜hcbk〕
皖	〔白儿｜wjbe〕
粤	〔ノフ｜ytpv〕
奥	〔ノ大｜aopd〕
傩	〔亻｜norf〕
遁	〔辶目｜dyzo〕
街	〔彳chì亍chù｜jpii〕
惩	〔彳chì心｜igix〕
徨	〔彳chì王｜hliw〕
循	〔彳chì目｜xyio〕
舾	〔舟西｜xivx〕
艇	〔舟廴｜tkvz〕
舒	〔人丨｜uurl〕
畲	〔人田｜uert〕
弑	〔乂工｜uixg〕
逾	〔辶刂｜yuzd〕
颌	〔人人｜gerr・herr〕
翕	〔人习｜xirx〕
釉	〔ノ由｜yzpy〕
番	〔ノ田｜fjpt・pjpt〕
释	〔ノ丨｜uipl〕
鹆	〔八鸟｜yubn〕
禽	〔人丶｜qbrd〕
舜	〔ノ丨｜uypl〕
貂	〔豸zhì口｜dnvk〕
腈	〔月月｜jkoo〕
腊	〔月日｜laoo・xioo〕
腌	〔月电｜aaod・yjod〕
腓	〔月非｜fwof〕
腆	〔月八｜tmob〕
腴	〔月臾yú｜yuoy〕
脾	〔月十｜piou〕
腋	〔月ㄟ｜yeon〕
腑	〔月寸｜fuoc〕
腙	〔月小｜zsox〕
腚	〔月人｜dkor〕
腔	〔月工｜qlog〕
腕	〔月フ｜wjov〕
腱	〔月廴｜jmoz〕
腒	〔月口｜juok〕
鱿	〔鱼尤｜yzay〕
鲀	〔鱼屯｜tyat〕
鲁	〔鱼日｜luao〕
鲂	〔鱼方｜fhaf〕
鲃	〔鱼巴｜baab〕
颍	〔匕人｜ykbr〕
猢	〔犭月｜huqo〕
猹	〔犭一｜vaqa・iaqa〕
猩	〔犭生｜xkqu〕
猥	〔犭ㄟ｜wwqn〕
猬	〔犭月｜wwqo〕
猾	〔犭骨｜hxqg〕
猴	〔犭矢｜hzqu〕
飓	〔几八｜jujb〕
觞	〔ノ｜uhdp〕
觚	〔瓜｜gudg〕
猱	〔犭木｜ncqm〕
惫	〔夂心｜bwwx〕
飧	〔夕良｜syxl〕
然	〔ノ灬｜rjph〕
馇	〔饣一｜iaua〕
馈	〔饣人｜kvur〕
馉	〔饣骨｜guug〕
馊	〔饣又｜szuy〕
馋	〔饣丶｜ijud〕
亵	〔亠𧘇｜xpwy〕
装	〔冫𧘇｜vldy〕
蛮	〔亠虫｜mjwi〕
脔	〔亠人｜lrwr〕
就	〔亠尤｜jqwy〕
敦	〔亠攵｜dvww・dyww〕
裒	〔亠𧘇｜pzwy〕
斌	〔文止｜bbwv〕
痣	〔疒心｜vibx〕
痨	〔疒力｜lcbl〕
痦	〔疒口｜wubk〕
痘	〔疒一｜dzba〕
痞	〔疒口｜pibk〕
痢	〔疒刂｜libd〕
痤	〔疒土｜cobt〕
痪	〔疒大｜hrbd〕
痫	〔疒木｜xmbm〕
痧	〔疒少｜uabu〕
痛	〔疒用｜tsby〕
鄌	〔广阝｜thge〕
赓	〔广人｜gggr〕
竦	〔立束｜sslu〕
童	〔立里｜tsll〕
瓿	〔立瓦｜bulw〕
竣	〔立夂｜jylw〕
啻	〔亠口｜iiwk〕
颏	〔亠人｜kewr〕
鹇	〔门鸟｜xmmn〕
阑	〔门柬｜ljmj〕
阒	〔门犬｜qumq〕
阔	〔门口｜komk〕
阕	〔门天｜qtmt〕
善	〔羊口｜ujyk〕
翔	〔习｜xlyx〕
羡	〔人｜xmyr〕
普	〔丷日｜pubo〕
粪	〔米八｜ffmb〕
粞	〔米西｜ximx〕
尊	〔丷寸｜zybc〕
奠	〔丷大｜dmbd〕
遒	〔辶酉yǒu｜qqzy〕
道	〔辶自｜dczz〕
遂	〔辶豕shǐ｜svzu〕
孳	〔丷子｜zibz〕
曾	〔丷日｜cgbo・zgbo〕
焯	〔火十｜ichu・vohu〕
焜	〔火匕｜kyhb〕
焰	〔火臼｜yjhj〕
焙	〔火口｜bwhk〕
焱	〔火火｜yjhh〕
鹈	〔丷鸟｜tibn〕
湛	〔氵フ｜vjdv〕
港	〔氵巳sì｜ghds〕
渫	〔氵木｜xpdm〕
滞	〔氵巾｜vidj〕
湖	〔氵月｜hudo〕
湘	〔氵目｜xldo〕
渣	〔氵一｜vada〕
渤	〔氵力｜bodl〕
湮	〔氵土｜yjdt〕
湎	〔氵面｜mmdm〕
湝	〔氵白｜jpdb〕
湜	〔氵人｜uidr〕
渺	〔氵少｜mndu〕
湿	〔氵业｜uidy〕
温	〔氵皿｜wfdm〕
渴	〔氵フ｜kedv〕
渭	〔氵月｜wwdo〕
溃	〔氵人｜kvdr〕
湍	〔氵而｜trde〕
溅	〔氵戋jiān｜jmdj〕
滑	〔氵骨｜hxdg〕
湃	〔氵丰｜pddf〕
湫	〔氵火｜jndh・qqdh〕
溲	〔氵又｜szdy〕
湟	〔氵王｜hldw〕
溆	〔氵又｜xudy〕
渝	〔氵刂｜yudd〕
湲	〔氵又｜yrdy〕
湾	〔氵弓｜wjdg〕
渡	〔氵又｜dudy〕
游	〔氵子｜yzdz〕
溠	〔氵工｜vadg〕
溇	〔氵女｜lzdn〕
湔	〔氵刂｜jmdd〕
滋	〔氵幺｜zidy〕
湉	〔氵口｜tmdk〕
渲	〔氵一｜xrda〕
溉	〔氵フ｜gddv〕
渥	〔氵土｜wodt〕
湄	〔氵目｜mwdo〕
滁	〔氵余下｜iudh〕
愤	〔忄人｜ffxr〕
慌	〔忄フ｜hlxv〕
惰	〔忄月｜doxo〕
愠	〔忄皿｜yyxm〕
惺	〔忄生｜xkxu〕
愦	〔忄人｜kvxr〕
愕	〔忄亏｜eexk〕
惴	〔忄而｜vvxe〕
愣	〔忄方｜lgxf〕
愀	〔忄火｜qnxh〕
愎	〔忄夂｜bixw〕
惶	〔忄王｜hlxw〕
愧	〔忄鬼｜kvxg〕
愉	〔忄刂｜yuxd〕
愔	〔忄日｜ybxo〕
慨	〔忄フ｜kdxv〕
喾	〔⺍口｜kuxk〕
割	〔宀刂｜gebd〕
寒	〔宀丶｜hjbd〕
富	〔宀田｜fubt〕
寓	〔宀禺yú｜yuby〕
窜	〔宀串｜crbi〕
窝	〔宀内｜wobn〕
窖	〔宀口｜jnbk〕
窗	〔宀夂｜ilbw〕
窘	〔宀口｜jsbk〕
寐	〔宀未｜mwbw〕
谟	〔讠大｜moyd〕
扉	〔户非｜fwhf〕
遍	〔辶艹｜bmzc〕
雇	〔户｜guhf〕
扊	〔户火｜yjhh〕
裢	〔衤辶｜lmpz〕
裎	〔衤王｜igpw〕
裣	〔衤一｜lmpa〕
裕	〔衤口｜yupk〕
裤	〔衤车｜kupi〕
裥	〔衤日｜jmpo〕
裙	〔衤口｜qypk〕
祾	〔礻夂｜lkpw〕
祺	〔礻八｜qipb〕
祼	〔礻果｜grpg〕
谠	〔讠儿｜dhye〕
禅	〔礻丨｜ijpl・ujpl〕
禄	〔礻氺｜lupu〕
幂	〔冖巾｜mibj〕
谡	〔讠夂｜suyw〕
谢	〔讠寸｜xpyc〕
谣	〔讠缶fǒu｜ycyf〕
谤	〔讠方｜bhyf〕
谥	〔讠皿｜uiym〕
谦	〔讠ㄟ｜qmyn〕
谧	〔讠皿｜miym〕
遐	〔辶又｜xxzy〕
犀	〔尸牛｜xiun〕
属	〔尸禹｜vuuy・uuuy〕
屡	〔尸女｜lvun〕
孱	〔尸子｜cjuz・ijuz〕
弼	〔弓弓｜bigg〕
强	〔弓虫｜jlgi・qlgi〕
粥	〔弓弓｜vzgg・yugg〕
巽	〔巳sì八｜xysb〕
疏	〔フフ｜uuvv〕
隔	〔阝丨｜geel〕
骘	〔阝马｜viem〕
隙	〔阝小｜xiex〕
隘	〔阝皿｜aiem〕
媒	〔女木｜mwnm〕
媪	〔女皿｜aonm〕
絮	〔女小｜xunx〕
嫂	〔女又｜scny〕
媛	〔女又｜yrny〕
婷	〔女丁｜tknd〕
媚	〔女目｜mwno〕
婿	〔女月｜xuno〕
巯	〔フフ｜qqvv〕
毵	〔厶毛｜sjsm〕
翚	〔习车｜hvxi〕
登	〔フ一｜dgva〕
皴	〔厶又｜cysy〕
婺	〔女｜wusn〕
骛	〔马｜wusm〕
缂	〔纟革｜kesg〕
缃	〔纟目｜xlso〕
缄	〔纟口｜jmsk〕
缅	〔纟面｜mmsm〕
彘	〔フ匕｜vivb〕
缆	〔纟见下｜ljse〕
缇	〔纟人｜tisr〕
缈	〔纟少｜mnsu〕
缉	〔纟耳｜jise〕
缌	〔纟心｜sisx〕
缎	〔纟又｜drsy〕
缑	〔纟矢｜gzsu〕
缒	〔纟辶｜vvsz〕
缓	〔纟又｜hrsy〕
缔	〔纟巾｜disj〕
缕	〔纟女｜lvsn〕
骗	〔马艹｜pmmc〕
编	〔纟艹｜bmsc〕
缗	〔纟日｜mbso〕
骙	〔马天｜kvmt〕
骚	〔马虫｜scmi〕
缘	〔纟豕shǐ｜yrsu〕
飨	〔乡良｜xlxl〕
耢	〔耒lěi力｜lcll〕
瑟	〔王必｜sewb〕
瑚	〔王月｜huwo〕
鹉	〔一鸟｜wuan〕
瑁	〔王目｜mcwo〕
瑞	〔王而｜rvwe〕
瑰	〔王鬼｜gvwg〕
瑀	〔王禹｜yuwy〕
瑜	〔王刂｜yuwd〕
瑗	〔王又｜yrwy〕
瑄	〔王一｜xrwa〕
瑕	〔王又｜xxwy〕
遨	〔辶攵｜aozw〕
骜	〔马｜aofm〕
瑙	〔王乂｜ncwx〕
遘	〔辶冉｜gzzr〕
韫	〔韦皿｜wfwm・yywm〕
魂	〔二鬼｜hyeg〕
髡	〔一兀｜kyaw〕
肆	〔一聿yù｜siay〕
摄	〔扌又｜npfy・uefy〕
摸	〔扌大｜mofd〕
填	〔土八｜tmtb〕
搏	〔扌寸｜bofc〕
塥	〔土丨｜getl〕
塬	〔土小｜yrtx〕
鄢	〔正阝｜yjve〕
趔	〔土刂｜lptd〕
趑	〔土人｜zitr〕
摅	〔扌心｜uufx〕
塌	〔土习｜tatx〕
摁	〔扌心｜enfx〕
鼓	〔士又｜guuy〕
摆	〔扌厶｜bdfs〕
赪	〔土人｜igtr〕
携	〔扌乃｜xpfn〕
蜇	〔扌虫｜vefi〕
搋	〔扌几｜ikfj〕
搬	〔扌又｜bjfy〕
摇	〔扌缶fǒu｜ycff〕
搞	〔扌口｜gcfk〕
搪	〔扌口｜thfk〕
塘	〔土口｜thtk〕
搒	〔扌方｜bhff・pgff〕
搐	〔扌田｜iuft〕
搛	〔扌ㄟ｜jmfn〕
搠	〔扌月｜uofo〕
摈	〔扌八｜bbfb〕
彀	〔士又｜gzuy〕
毂	〔士又｜guuy〕
搌	〔扌ㄟ｜vjfn〕
搦	〔扌冫｜nofd〕
摊	〔扌｜tjff〕
搡	〔扌木｜shfm〕
聘	〔耳フ｜pbev〕
蓁	〔艹禾｜vfch〕
戡	〔其上戈｜kjqg〕
斟	〔其上十｜vfqu〕
蒜	〔艹小｜srcx〕
蓍	〔艹日｜uico〕
鄞	〔廿niàn阝｜ybne〕
勤	〔廿niàn力｜qbnl〕
靴	〔革匕｜xtgb〕
靳	〔革斤｜jbgj〕
靶	〔革巴｜bagb〕
鹊	〔艹鸟｜qtcn〕
蓐	〔艹寸｜rucc〕
蓝	〔艹皿｜ljcm〕
墓	〔艹土｜muct〕
幕	〔艹巾｜mucj〕
蓦	〔艹马｜mocm〕
鹋	〔艹鸟｜mncn〕
蒽	〔艹心｜encx〕
蓓	〔艹口｜bwck〕
蓖	〔艹匕｜bicb〕
蓊	〔艹习｜wgcx〕
蒯	〔艹刂｜kkcd〕
